Czas [ms];Fluorescencja [j.f];Ciśnienie [mmHg]
489480;2020526,00;202,43
489520;2018811,00;202,30
489560;2020011,00;202,23
489600;2019820,00;202,10
489640;2020886,00;201,93
489680;2021138,00;201,70
489720;2020067,00;201,53
489760;2020577,00;201,53
489800;2020797,00;201,53
489840;2021385,00;201,53
489880;2020874,00;201,43
489920;2022161,00;201,33
489960;2021146,00;201,23
490000;2022307,00;201,07
490040;2022447,00;200,93
490080;2021606,00;200,77
490120;2023716,00;200,97
490160;2022235,00;201,10
490200;2023517,00;201,27
490240;2024213,00;201,07
490280;2022554,00;200,90
490320;2022715,00;200,73
490360;2024638,00;200,57
490400;2022733,00;200,50
490440;2023861,00;200,43
490480;2024392,00;200,50
490520;2024072,00;200,40
490560;2025277,00;200,20
490600;2025314,00;200,00
490640;2024533,00;200,00
490680;2024732,00;200,10
490720;2024851,00;200,07
490760;2024459,00;199,93
490800;2025984,00;199,80
490840;2025526,00;199,80
490880;2025148,00;199,93
490920;2025986,00;200,07
490960;2026363,00;199,97
491000;2025678,00;199,73
491040;2025759,00;199,63
491080;2025987,00;199,77
491120;2027278,00;199,87
491160;2026453,00;199,73
491200;2027183,00;199,40
491240;2025922,00;199,10
491280;2028014,00;199,03
491320;2028904,00;199,20
491360;2027314,00;199,17
491400;2027929,00;199,00
491440;2027768,00;198,73
491480;2027632,00;198,63
491520;2029622,00;198,63
491560;2029095,00;198,80
491600;2027755,00;199,00
491640;2029985,00;199,03
491680;2030256,00;198,93
491720;2029273,00;198,83
491760;2029415,00;198,90
491800;2029226,00;198,97
491840;2029376,00;199,03
491880;2029489,00;199,07
491920;2029757,00;199,10
491960;2029901,00;199,13
492000;2031150,00;199,20
492040;2030751,00;199,33
492080;2030659,00;199,33
492120;2031138,00;199,17
492160;2030813,00;198,97
492200;2031129,00;198,80
492240;2030788,00;198,83
492280;2030285,00;199,03
492320;2031170,00;199,33
492360;2032241,00;199,70
492400;2031850,00;200,20
492440;2031886,00;201,47
492480;2032257,00;202,53
492520;2032852,00;203,53
492560;2032229,00;203,80
492600;2032323,00;204,13
492640;2033160,00;204,07
492680;2032233,00;204,00
492720;2033020,00;203,67
492760;2032541,00;203,50
492800;2034259,00;203,30
492840;2033612,00;203,30
492880;2033022,00;203,30
492920;2033819,00;203,23
492960;2035032,00;203,07
493000;2033496,00;202,90
493040;2036187,00;202,73
493080;2034043,00;202,73
493120;2033581,00;202,73
493160;2036144,00;202,67
493200;2035218,00;202,53
493240;2035406,00;202,57
493280;2035374,00;202,57
493320;2035733,00;202,57
493360;2035310,00;202,40
493400;2035880,00;202,43
493440;2035182,00;202,47
493480;2035327,00;202,57
493520;2036414,00;202,40
493560;2034882,00;202,23
493600;2036405,00;202,03
493640;2036182,00;202,00
493680;2036655,00;202,00
493720;2035619,00;201,97
493760;2036528,00;202,03
493800;2036427,00;202,00
493840;2037016,00;202,00
493880;2037323,00;201,70
493920;2036505,00;201,47
493960;2037401,00;201,23
494000;2037387,00;201,27
494040;2037010,00;201,37
494080;2037506,00;201,40
494120;2038437,00;201,53
494160;2038014,00;201,53
494200;2037734,00;201,57
494240;2039539,00;201,40
494280;2037824,00;201,30
494320;2038226,00;201,10
494360;2038919,00;201,00
494400;2039486,00;200,90
494440;2039829,00;200,80
494480;2039082,00;200,80
494520;2039322,00;200,80
494560;2039163,00;200,83
494600;2039537,00;200,77
494640;2037884,00;200,57
494680;2038820,00;200,47
494720;2039191,00;200,43
494760;2039280,00;200,53
494800;2040001,00;200,53
494840;2039507,00;200,63
494880;2040190,00;200,73
494920;2040122,00;200,70
494960;2040290,00;200,43
495000;2039798,00;200,17
495040;2040869,00;200,07
495080;2039941,00;200,07
495120;2039421,00;200,07
495160;2041006,00;200,20
495200;2039897,00;200,17
495240;2040792,00;200,13
495280;2041414,00;200,00
495320;2041360,00;199,97
495360;2040582,00;199,83
495400;2042274,00;199,67
495440;2041880,00;199,50
495480;2040990,00;199,40
495520;2042902,00;199,43
495560;2041547,00;199,53
495600;2041795,00;199,67
495640;2042228,00;199,70
495680;2042038,00;199,73
495720;2042525,00;199,77
495760;2042101,00;199,73
495800;2042281,00;199,57
495840;2042466,00;199,40
495880;2042297,00;199,20
495920;2042682,00;199,10
495960;2042868,00;199,03
496000;2043137,00;199,10
496040;2043171,00;199,17
496080;2042554,00;199,20
496120;2042622,00;199,20
496160;2042269,00;199,23
496200;2043767,00;199,10
496240;2043934,00;199,00
496280;2043183,00;198,90
496320;2043496,00;198,83
496360;2044011,00;198,70
496400;2043942,00;198,70
496440;2044677,00;198,90
496480;2043405,00;199,13
496520;2044423,00;199,20
496560;2043306,00;199,03
496600;2044711,00;198,90
496640;2043920,00;198,77
496680;2044142,00;198,60
496720;2044269,00;198,43
496760;2043829,00;198,27
496800;2044248,00;198,40
496840;2044341,00;198,53
496880;2044673,00;198,63
496920;2043842,00;198,63
496960;2044358,00;198,60
497000;2045544,00;198,67
497040;2044463,00;198,77
497080;2044463,00;198,80
497120;2045786,00;198,77
497160;2045466,00;198,87
497200;2045575,00;199,33
497240;2045068,00;199,80
497280;2046333,00;200,47
497320;2046186,00;200,83
497360;2045581,00;201,90
497400;2045295,00;202,87
497440;2045758,00;203,83
497480;2046486,00;203,90
497520;2046230,00;203,73
497560;2045337,00;203,57
497600;2045980,00;203,53
497640;2046047,00;203,47
497680;2044817,00;203,43
497720;2045732,00;203,47
497760;2046029,00;203,50
497800;2046066,00;203,40
497840;2045143,00;203,27
497880;2046417,00;203,13
497920;2046539,00;203,07
497960;2046634,00;203,00
498000;2045908,00;202,90
498040;2046337,00;202,83
498080;2045797,00;202,70
498120;2046133,00;202,67
498160;2046429,00;202,63
498200;2046161,00;202,77
498240;2045689,00;202,73
498280;2045829,00;202,70
498320;2047268,00;202,57
498360;2046318,00;202,50
498400;2046594,00;202,43
498440;2045657,00;202,43
498480;2046205,00;202,30
498520;2047382,00;202,17
498560;2047147,00;202,03
498600;2047983,00;202,07
498640;2047390,00;202,20
498680;2047287,00;202,30
498720;2047225,00;202,33
498760;2047618,00;202,07
498800;2047458,00;201,83
498840;2047903,00;201,90
498880;2046852,00;202,17
498920;2047491,00;202,27
498960;2047685,00;202,00
499000;2048119,00;201,70
499040;2048153,00;201,53
499080;2048224,00;201,67
499120;2047157,00;201,73
499160;2048632,00;201,73
499200;2047705,00;201,57
499240;2048305,00;201,43
499280;2048114,00;201,27
499320;2047256,00;201,10
499360;2048059,00;201,07
499400;2048325,00;201,13
499440;2048726,00;201,13
499480;2049311,00;201,13
499520;2047394,00;201,13
499560;2048578,00;201,20
499600;2048428,00;201,13
499640;2048633,00;201,20
499680;2048256,00;201,27
499720;2049428,00;201,20
499760;2048200,00;200,93
499800;2048575,00;200,67
499840;2050369,00;200,80
499880;2048978,00;200,80
499920;2047646,00;200,80
499960;2048309,00;200,60
500000;2049009,00;200,50
500040;2049188,00;200,40
500080;2048995,00;200,33
500120;2048871,00;200,40
500160;2049493,00;200,53
500200;2049880,00;200,50
500240;2048902,00;200,57
500280;2048504,00;200,53
500320;2048695,00;200,57
500360;2049571,00;200,47
500400;2049296,00;200,40
500440;2049908,00;200,30
500480;2048474,00;200,17
500520;2048458,00;200,03
500560;2049528,00;200,10
500600;2050033,00;200,20
500640;2048296,00;200,37
500680;2049903,00;200,37
500720;2048966,00;200,37
500760;2049881,00;200,10
500800;2049014,00;199,93
500840;2050359,00;199,83
500880;2049142,00;199,93
500920;2049408,00;200,00
500960;2050083,00;200,00
501000;2049975,00;199,97
501040;2048604,00;199,93
501080;2050509,00;199,83
501120;2050187,00;199,63
501160;2049978,00;199,57
501200;2049485,00;199,57
501240;2050476,00;199,67
501280;2049492,00;199,70
501320;2049441,00;199,73
501360;2050341,00;199,67
501400;2049911,00;199,47
501440;2049269,00;199,33
501480;2049832,00;199,30
501520;2049841,00;199,23
501560;2050215,00;199,10
501600;2050134,00;199,00
501640;2050197,00;199,07
501680;2049533,00;199,13
501720;2050895,00;199,10
501760;2049904,00;199,07
501800;2050658,00;199,03
501840;2049514,00;199,13
501880;2051819,00;199,13
501920;2050600,00;199,13
501960;2050423,00;199,13
502000;2051165,00;199,20
502040;2051284,00;199,27
502080;2050065,00;199,13
502120;2050970,00;198,97
502160;2050171,00;198,73
502200;2050960,00;198,67
502240;2051487,00;198,60
502280;2050634,00;198,60
502320;2050348,00;198,77
502360;2051227,00;198,97
502400;2050274,00;199,07
502440;2050233,00;199,00
502480;2052024,00;198,83
502520;2051079,00;198,83
502560;2051184,00;198,80
502600;2050919,00;198,83
502640;2051564,00;198,70
502680;2051840,00;198,70
502720;2051689,00;198,90
502760;2052311,00;199,33
502800;2050598,00;199,67
502840;2050962,00;199,77
502880;2052302,00;199,63
502920;2052405,00;199,33
502960;2052421,00;199,07
503000;2051721,00;199,00
503040;2052335,00;199,07
503080;2050574,00;199,13
503120;2052261,00;199,10
503160;2052711,00;198,90
503200;2051318,00;198,70
503240;2051405,00;198,63
503280;2051387,00;198,73
503320;2051590,00;198,87
503360;2052503,00;199,17
503400;2051719,00;199,63
503440;2052750,00;200,80
503480;2052433,00;201,87
503520;2052464,00;203,70
503560;2053563,00;204,87
503600;2052827,00;206,20
503640;2051533,00;206,50
503680;2051989,00;206,77
503720;2052542,00;206,57
503760;2052391,00;206,50
503800;2053330,00;206,40
503840;2051863,00;206,43
503880;2053239,00;206,47
503920;2053125,00;206,50
503960;2053073,00;206,30
504000;2052320,00;206,17
504040;2051885,00;206,03
504080;2052971,00;206,07
504120;2052650,00;206,03
504160;2053562,00;205,90
504200;2052857,00;205,87
504240;2051914,00;205,73
504280;2053334,00;205,70
504320;2053626,00;205,53
504360;2053178,00;205,47
504400;2052426,00;205,47
504440;2053738,00;205,47
504480;2050833,00;205,47
504520;2052030,00;205,50
504560;2053390,00;205,37
504600;2053197,00;205,37
504640;2054090,00;205,27
504680;2052662,00;205,40
504720;2053639,00;205,20
504760;2053374,00;204,97
504800;2055126,00;204,73
504840;2052125,00;204,73
504880;2054686,00;204,80
504920;2054642,00;204,83
504960;2052982,00;204,83
505000;2054610,00;204,70
505040;2053345,00;204,73
505080;2053784,00;204,60
505120;2053728,00;204,57
505160;2054197,00;204,47
505200;2053483,00;204,53
505240;2055338,00;204,57
505280;2054501,00;204,53
505320;2054847,00;204,50
505360;2054071,00;204,53
505400;2053723,00;204,57
505440;2055341,00;204,63
505480;2054198,00;204,57
505520;2056481,00;204,50
505560;2054357,00;204,30
505600;2055013,00;204,20
505640;2055506,00;204,20
505680;2054487,00;204,10
505720;2055152,00;204,17
505760;2054705,00;203,97
505800;2055955,00;204,03
505840;2055217,00;203,93
505880;2054809,00;204,03
505920;2054957,00;204,03
505960;2055310,00;203,97
506000;2055787,00;203,87
506040;2055569,00;203,93
506080;2055217,00;203,83
506120;2055406,00;203,73
506160;2056231,00;203,67
506200;2055858,00;203,70
506240;2054678,00;203,73
506280;2056377,00;203,53
506320;2055358,00;203,40
506360;2056574,00;203,27
506400;2055556,00;203,20
506440;2056301,00;203,33
506480;2055830,00;203,47
506520;2055356,00;203,40
506560;2055809,00;203,37
506600;2054776,00;203,27
506640;2056354,00;203,23
506680;2055683,00;203,13
506720;2055860,00;203,07
506760;2056857,00;203,10
506800;2054877,00;203,03
506840;2057193,00;203,03
506880;2056916,00;203,10
506920;2055971,00;203,20
506960;2056085,00;203,27
507000;2057894,00;203,27
507040;2055784,00;203,20
507080;2055510,00;203,10
507120;2056961,00;202,90
507160;2056162,00;202,73
507200;2055721,00;202,60
507240;2057097,00;202,63
507280;2056357,00;202,67
507320;2056670,00;202,83
507360;2056637,00;202,83
507400;2056277,00;202,83
507440;2056915,00;202,63
507480;2057672,00;202,70
507520;2056189,00;202,77
507560;2057675,00;202,73
507600;2056574,00;202,73
507640;2056648,00;202,73
507680;2057525,00;202,70
507720;2057187,00;202,63
507760;2056939,00;202,57
507800;2058587,00;202,67
507840;2056056,00;202,63
507880;2057124,00;202,60
507920;2057189,00;202,53
507960;2058102,00;202,40
508000;2057957,00;202,27
508040;2058236,00;202,17
508080;2058448,00;202,13
508120;2057502,00;202,20
508160;2059066,00;202,13
508200;2057252,00;201,97
508240;2058255,00;201,83
508280;2058660,00;201,77
508320;2058466,00;201,87
508360;2058041,00;201,83
508400;2058794,00;201,90
508440;2058697,00;201,80
508480;2057085,00;201,80
508520;2058880,00;201,80
508560;2057447,00;201,97
508600;2058850,00;202,00
508640;2058354,00;202,00
508680;2059054,00;201,97
508720;2059300,00;201,97
508760;2060051,00;201,80
508800;2058212,00;201,60
508840;2059193,00;201,40
508880;2058640,00;201,40
508920;2059694,00;201,40
508960;2059423,00;201,47
509000;2059967,00;201,47
509040;2059860,00;201,53
509080;2060622,00;201,53
509120;2059654,00;201,60
509160;2058299,00;201,60
509200;2061095,00;201,50
509240;2060610,00;201,40
509280;2058501,00;201,20
509320;2060323,00;201,20
509360;2059723,00;201,10
509400;2060041,00;201,10
509440;2059759,00;201,00
509480;2060627,00;201,00
509520;2059660,00;200,93
509560;2059514,00;200,87
509600;2060068,00;200,77
509640;2059809,00;200,73
509680;2060741,00;200,63
509720;2061157,00;200,63
509760;2059159,00;200,63
509800;2060203,00;200,70
509840;2061115,00;200,70
509880;2060262,00;200,90
509920;2061106,00;201,10
509960;2060392,00;201,07
510000;2060792,00;200,87
510040;2060683,00;200,67
510080;2061794,00;200,63
510120;2060564,00;200,57
510160;2062065,00;200,63
510200;2060949,00;200,67
510240;2061069,00;200,63
510280;2060328,00;200,47
510320;2060996,00;200,47
510360;2061731,00;200,50
510400;2061462,00;200,57
510440;2061524,00;200,57
510480;2061813,00;200,57
510520;2062357,00;200,50
510560;2060207,00;200,43
510600;2063050,00;200,27
510640;2061158,00;200,37
510680;2060879,00;200,47
510720;2062291,00;200,67
510760;2061718,00;200,63
510800;2060763,00;200,53
510840;2062616,00;200,47
510880;2061107,00;200,23
510920;2061255,00;200,07
510960;2062599,00;199,97
511000;2063018,00;200,00
511040;2062313,00;200,03
511080;2062828,00;199,97
511120;2062187,00;199,93
511160;2061593,00;200,00
511200;2062166,00;199,90
511240;2062542,00;199,97
511280;2061162,00;199,93
511320;2062043,00;200,03
511360;2062263,00;200,00
511400;2061535,00;199,97
511440;2063235,00;199,90
511480;2063386,00;199,93
511520;2063395,00;199,87
511560;2062221,00;199,90
511600;2063222,00;199,80
511640;2062124,00;199,80
511680;2062918,00;199,80
511720;2062901,00;199,80
511760;2063425,00;199,80
511800;2062529,00;199,80
511840;2062760,00;199,73
511880;2061993,00;199,63
511920;2062858,00;199,40
511960;2063145,00;199,37
512000;2063147,00;199,33
512040;2063179,00;199,37
512080;2063194,00;199,27
512120;2062699,00;199,33
512160;2062983,00;199,33
512200;2061774,00;199,40
512240;2064379,00;199,27
512280;2062821,00;199,43
512320;2061270,00;199,33
512360;2063199,00;199,30
512400;2063376,00;199,17
512440;2062003,00;199,23
512480;2062559,00;199,27
512520;2064103,00;199,23
512560;2062858,00;199,13
512600;2063656,00;199,10
512640;2062963,00;199,07
512680;2064963,00;199,00
512720;2062780,00;198,83
512760;2063719,00;198,67
512800;2062711,00;198,67
512840;2064455,00;198,73
512880;2063670,00;198,83
512920;2062644,00;198,87
512960;2063541,00;198,80
513000;2063166,00;198,80
513040;2063473,00;198,80
513080;2064028,00;198,77
513120;2064372,00;198,80
513160;2064456,00;198,80
513200;2064282,00;198,90
513240;2063691,00;198,83
513280;2064191,00;198,97
513320;2064197,00;199,13
513360;2064126,00;199,37
513400;2064470,00;199,37
513440;2064646,00;199,53
513480;2063896,00;199,57
513520;2065168,00;199,67
513560;2065720,00;199,57
513600;2064960,00;199,53
513640;2063418,00;199,33
513680;2064551,00;199,17
513720;2063884,00;199,17
513760;2065094,00;199,23
513800;2064323,00;199,30
513840;2064035,00;199,20
513880;2065905,00;199,20
513920;2065013,00;199,23
513960;2064898,00;199,27
514000;2065024,00;199,57
514040;2065008,00;199,83
514080;2065334,00;200,13
514120;2066124,00;200,63
514160;2065958,00;201,57
514200;2066278,00;202,47
514240;2064992,00;203,73
514280;2065479,00;204,53
514320;2065286,00;205,27
514360;2066212,00;205,13
514400;2065422,00;205,00
514440;2066407,00;204,93
514480;2066339,00;204,87
514520;2066240,00;204,90
514560;2065118,00;204,93
514600;2065527,00;204,87
514640;2065345,00;204,70
514680;2065659,00;204,43
514720;2065765,00;204,30
514760;2064642,00;204,17
514800;2065654,00;204,13
514840;2066044,00;204,07
514880;2065456,00;204,07
514920;2065106,00;204,07
514960;2065686,00;204,07
515000;2066524,00;204,00
515040;2065881,00;203,87
515080;2066057,00;203,77
515120;2065316,00;203,83
515160;2065705,00;203,97
515200;2066332,00;204,00
515240;2066273,00;203,90
515280;2067227,00;203,93
515320;2065419,00;204,00
515360;2066434,00;204,07
515400;2066494,00;204,03
515440;2066172,00;203,97
515480;2066738,00;203,90
515520;2066073,00;203,63
515560;2067826,00;203,60
515600;2065693,00;203,57
515640;2067053,00;203,73
515680;2067006,00;203,77
515720;2066676,00;203,60
515760;2066186,00;203,57
515800;2067916,00;203,33
515840;2066807,00;203,30
515880;2066871,00;203,13
515920;2066952,00;203,17
515960;2067399,00;203,20
516000;2065633,00;203,07
516040;2066362,00;203,03
516080;2067201,00;203,00
516120;2066325,00;203,07
516160;2067860,00;203,03
516200;2067301,00;203,00
516240;2067426,00;202,93
516280;2067206,00;202,87
516320;2067490,00;202,90
516360;2067899,00;202,90
516400;2067159,00;202,87
516440;2067435,00;202,70
516480;2067365,00;202,70
516520;2067455,00;202,73
516560;2067205,00;202,80
516600;2067180,00;202,77
516640;2067974,00;202,70
516680;2068505,00;202,70
516720;2068123,00;202,77
516760;2066690,00;202,87
516800;2067406,00;202,70
516840;2068439,00;202,70
516880;2068232,00;202,70
516920;2068541,00;202,73
516960;2068253,00;202,67
517000;2068752,00;202,60
517040;2068540,00;202,77
517080;2068521,00;202,83
517120;2067377,00;202,83
517160;2067877,00;202,80
517200;2068722,00;202,67
517240;2068168,00;202,60
517280;2069667,00;202,43
517320;2068573,00;202,43
517360;2067753,00;202,37
517400;2069813,00;202,33
517440;2068316,00;202,23
517480;2068380,00;202,20
517520;2068654,00;202,13
517560;2068589,00;202,13
517600;2069041,00;202,13
517640;2069822,00;202,17
517680;2069007,00;202,23
517720;2070397,00;202,30
517760;2069473,00;202,33
517800;2069800,00;202,10
517840;2069172,00;201,97
517880;2069379,00;201,80
517920;2068558,00;201,80
517960;2069696,00;201,70
518000;2069618,00;201,60
518040;2068344,00;201,57
518080;2069938,00;201,57
518120;2070256,00;201,60
518160;2069952,00;201,57
518200;2070693,00;201,57
518240;2068895,00;201,60
518280;2069186,00;201,63
518320;2069488,00;201,60
518360;2069118,00;201,57
518400;2069774,00;201,67
518440;2069912,00;201,67
518480;2070283,00;201,70
518520;2069882,00;201,63
518560;2070097,00;201,63
518600;2069605,00;201,57
518640;2069530,00;201,47
518680;2070501,00;201,40
518720;2069305,00;201,40
518760;2070458,00;201,27
518800;2070294,00;201,20
518840;2069829,00;201,17
518880;2069296,00;201,27
518920;2070211,00;201,17
518960;2071502,00;201,03
519000;2069602,00;200,90
519040;2069923,00;200,97
519080;2070825,00;200,87
519120;2070602,00;200,77
519160;2069596,00;200,77
519200;2071088,00;200,90
519240;2070693,00;201,03
519280;2070686,00;200,90
519320;2071630,00;200,83
519360;2071306,00;200,77
519400;2072565,00;200,80
519440;2071635,00;200,80
519480;2070237,00;200,83
519520;2071910,00;200,87
519560;2071760,00;200,90
519600;2071048,00;200,97
519640;2071421,00;200,93
519680;2071105,00;200,90
519720;2072081,00;200,80
519760;2071826,00;200,77
519800;2072185,00;200,80
519840;2071190,00;200,83
519880;2071779,00;200,70
519920;2070862,00;200,57
519960;2071295,00;200,47
520000;2071259,00;200,57
520040;2071545,00;200,57
520080;2071264,00;200,53
520120;2072245,00;200,50
520160;2071305,00;200,47
520200;2071442,00;200,47
520240;2072125,00;200,47
520280;2069798,00;200,50
520320;2072119,00;200,43
520360;2072602,00;200,37
520400;2071783,00;200,33
520440;2071080,00;200,20
520480;2071471,00;200,13
520520;2070857,00;200,03
520560;2071476,00;200,17
520600;2072692,00;200,23
520640;2071981,00;200,30
520680;2071085,00;200,13
520720;2073257,00;200,13
520760;2072614,00;200,10
520800;2071949,00;200,27
520840;2070976,00;200,20
520880;2071754,00;200,17
520920;2072165,00;200,13
520960;2073362,00;200,10
521000;2071416,00;200,07
521040;2072033,00;199,90
521080;2072229,00;199,87
521120;2073452,00;199,83
521160;2071883,00;199,83
521200;2073287,00;199,80
521240;2072959,00;199,77
521280;2071679,00;199,83
521320;2073714,00;199,80
521360;2072653,00;199,67
